filename,width,height,aspect,isSquarePow2,megapixels,hasCameraExif,hasAITag,hasPipelineTag,hasC2paHint,elaGlobalMean,elaGlobalStd,elaHotBlockRatio,elaMaxBlock,noiseMeanEnergy,noiseStdEnergy,noiseCoeffVar,freqHighBand,freqMidBand,freqHighMidRatio,freqMaxProminence,freqMeanProminence,freqOutlierRatio,lsbMaxP,lsbHighPWindows,pipelineSignature,label
000001.jpg,1920,1080,1.7777777777777777,0,2.0736,0,0,0,0,0.3021037581699356,0.24149936406775643,0.029901960784313727,2.0651041666666656,3.075420071192537,4.212196010300653,1.3696327372498793,3.3566428845590557,3.954220662007409,0.8488759660810165,0.6449643323502396,0.00003117575929622866,0,0.12495463549411936,0,,ai
000002.jpg,2560,1417,1.806633733239238,0,3.62752,0,0,0,0,0.952783264083961,0.766649413715484,0.04459269662921348,4.18359375,10.654325481906053,9.830437343557781,0.9226710184753171,3.6948630679798065,4.106581949721627,0.8997417105557264,0.6993140139799938,-0.0000015467836821984738,0,0.6327929629251176,0,,ai
000003.jpg,1280,853,1.5005861664712778,0,1.09184,0,0,0,0,1.6187553650655897,1.4518246855459387,0.04351851851851852,8.225260416666659,7.811572256227348,8.815324180669169,1.1284955053243775,3.479349573777084,3.9090938221473928,0.8900655067587413,0.7076442499595319,-0.00024378537762082203,0,6.237754650199134e-7,0,,ai
000004.jpg,1536,1536,1,0,2.359296,0,0,0,0,0.5180159674750434,0.5195704110356533,0.049262152777777776,3.9687500000000004,7.0887553711881175,10.472978693956607,1.4774072662351267,3.5996971504411643,4.100045317282523,0.8779652105960173,0.6331998812410777,-0.00010519921993997816,0,0.9999450503417977,8,,ai
000005.jpg,2048,1365,1.5003663003663004,0,2.79552,0,0,0,0,1.030829851017436,0.8339457401447203,0.061500726744186045,3.9335937499999987,7.849475492736622,8.41972990417317,1.072648728181166,3.497440632398611,3.810484864617049,0.9178466144491828,0.6155890166337774,0.000010871777463084724,0,0.9999987334991073,8,,ai
000006.jpg,1000,606,1.6501650165016502,0,0.606,0,0,0,0,1.992538700421683,1.0619583624756206,0.03842940685045948,6.473958333333333,14.010690390929982,13.291729918231681,0.9486848647256005,3.5394551117489956,4.127635776906926,0.8575018008011628,1.0412813134521999,0.000034173356644342706,0,0.9999240091764777,10,,ai
000007.jpg,1344,768,1.75,0,1.032192,0,0,0,0,0.6298834583746706,0.49173389763980924,0.05109126984126984,3.7252604166666665,13.894627624419766,9.379255198141156,0.6750274603730396,3.6891116187675586,4.099203224761636,0.8999582154119905,0.6704095470759905,0.00002379160465191894,0,0.9999539321049672,13,,ai
000008.jpg,1648,1236,1.3333333333333333,0,2.036928,0,0,0,0,0.8500074228798458,0.7550375788089531,0.05252676126462534,4.337239583333337,2.6145395236689204,3.851557052793483,1.4731301699309123,3.2403400423944984,3.8158696558153578,0.8491747189153181,0.6637728839655508,0.000008240019615639146,0,0.9836908072655058,2,,ai
000009.jpg,2000,1334,1.4992503748125936,0,2.668,0,0,0,0,0.37871866732804,0.4110723167109208,0.06733333333333333,2.4622395833333335,8.225273650088939,9.873123988212244,1.2003398802549854,3.659711783858287,4.085809433456932,0.8957127941138138,0.8515587081023526,-0.0001632302298246037,0,0.0002772045708908402,0,,ai
000010.jpg,1000,800,1.25,0,0.8,0,0,1,0,0.6374458498677252,0.4901263808211378,0.040952380952380955,2.64453125,12.539645594653788,10.123020519674887,0.8072812300206302,3.6500929906741733,4.105252640842826,0.8891274934847355,0.6788955144590645,0.0000451976717800135,0,0.08938300037170217,0,gd-jpeg,ai
